62.0	12.79	10.10	7.23	5.98	4.41
62.5	12.79	10.10	7.23	5.98	4.41
63.0	12.79	10.10	7.23	5.98	4.41
63.5	12.79	10.07	7.23	5.98	4.41
64.0	12.79	10.07	7.23	5.98	4.41
64.5	12.76	10.07	7.23	5.98	4.41
65.0	12.73	10.07	7.17	5.98	4.41
65.5	12.73	10.07	7.17	5.95	4.41
66.0	12.73	10.04	7.17	5.95	4.41
66.5	12.73	10.04	7.17	5.95	4.41
67.0	12.73	10.04	7.17	5.95	4.41
67.5	12.70	10.04	7.17	5.95	4.41
68.0	12.67	10.04	7.17	5.95	4.41
68.5	12.67	10.04	7.13	5.95	4.41
69.0	12.67	10.04	7.10	5.95	4.41
69.5	12.67	10.04	7.13	5.95	4.41
70.0	12.64	10.04	7.10	5.95	4.41
70.5	12.61	10.04	7.10	5.95	4.41
71.0	12.61	10.04	7.10	5.95	4.41
71.5	12.61	10.01	7.07	5.95	4.41
72.0	12.61	9.98	7.07	5.95	4.41
72.5	12.61	9.98	7.07	5.95	4.41
73.0	12.61	9.98	7.04	5.95	4.41
73.5	12.61	9.98	7.04	5.95	4.41
74.0	12.54	9.98	7.04	5.95	4.41
74.5	12.54	9.98	7.04	5.95	4.41
75.0	12.54	9.98	7.04	5.88	4.41
75.5	12.54	9.98	7.04	5.88	4.41
76.0	12.54	9.95	7.04	5.88	4.38
76.5	12.54	9.95	7.04	5.88	4.38
77.0	12.54	9.95	7.04	5.88	4.38
77.5	12.54	9.92	6.98	5.88	4.38
78.0	12.48	9.92	6.98	5.88	4.38
78.5	12.48	9.92	6.98	5.88	4.38
79.0	12.48	9.89	6.98	5.88	4.38
79.5	12.48	9.89	6.98	5.88	4.38
80.0	12.48	9.89	6.98	5.88	4.38
80.5	12.48	9.85	6.98	5.88	4.38
81.0	12.48	9.85	6.98	5.88	4.38
81.5	12.48	9.85	6.98	5.88	4.38
82.0	12.45	9.85	6.98	5.88	4.35
82.5	12.42	9.82	6.98	5.88	4.35
83.0	12.42	9.79	6.98	5.88	4.35
83.5	12.42	9.79	6.98	5.88	4.35
84.0	12.42	9.79	6.98	5.88	4.35
84.5	12.42	9.79	6.95	5.88	4.35
85.0	12.42	9.79	6.95	5.88	4.35
85.5	12.36	9.79	6.95	5.88	4.35
86.0	12.36	9.79	6.95	5.88	4.35
86.5	12.36	9.73	6.92	5.88	4.35
87.0	12.36	9.73	6.92	5.88	4.35
87.5	12.36	9.73	6.92	5.88	4.35
88.0	12.36	9.73	6.92	5.88	4.35
88.5	12.36	9.73	6.92	5.88	4.35
89.0	12.33	9.73	6.92	5.85	4.35
89.5	12.33	9.70	6.92	5.85	4.35
90.0	12.29	9.67	6.92	5.85	4.35
90.5	12.29	9.67	6.92	5.88	4.35
91.0	12.29	9.67	6.92	5.88	4.35
91.5	12.29	9.67	6.92	5.88	4.32
92.0	12.29	9.67	6.92	5.88	4.32
92.5	12.29	9.64	6.92	5.88	4.32
93.0	12.29	9.64	6.92	5.88	4.32
93.5	12.29	9.64	6.92	5.82	4.32
94.0	12.29	9.60	6.92	5.82	4.32
94.5	12.26	9.60	6.92	5.82	4.32
95.0	12.26	9.60	6.88	5.82	4.32
95.5	12.23	9.57	6.88	5.82	4.32
96.0	12.23	9.57	6.88	5.82	4.32
96.5	12.23	9.57	6.88	5.82	4.32
97.0	12.23	9.57	6.88	5.82	4.32
97.5	12.23	9.54	6.85	5.82	4.32
98.0	12.23	9.54	6.85	5.82	4.32
98.5	12.23	9.54	6.85	5.82	4.32
99.0	12.23	9.54	6.85	5.82	4.32
99.5	12.23	9.51	6.85	5.82	4.32
100.0	12.20	9.48	6.82	5.82	4.29
